CityName,SiteCode,ZoneName,Year,Month,DeathRegMale,DeathRegFemale,DeathRegCount,CertiIssueCountMale,CertiIssueCountFeMale,CertiIssueCount
Surat,600,"South Zone",1996,7,42,20,62,0,7,7
Surat,600,"South Zone",1997,1,46,25,71,20,3,23
Surat,600,"South Zone",1997,5,31,18,49,16,4,20
Surat,600,"South Zone",1997,6,33,18,51,8,3,11
Surat,600,"South Zone",1998,5,58,40,98,10,5,15
Surat,600,"South Zone",1998,7,61,32,93,9,10,19
Surat,600,"South Zone",1999,4,67,25,92,44,9,53
Surat,600,"South Zone",1999,5,56,26,82,21,9,30
Surat,600,"South Zone",1999,6,51,32,83,20,4,24
Surat,600,"South Zone",1999,12,45,34,79,7,7,14
Surat,600,"South Zone",2000,4,54,18,72,9,8,17
Surat,600,"South Zone",2000,7,50,22,72,15,12,27
Surat,600,"South Zone",2001,10,59,29,88,22,3,25
Surat,600,"South Zone",2001,12,62,45,107,30,31,61
Surat,600,"South Zone",2002,1,57,27,84,13,12,25
Surat,600,"South Zone",2002,10,54,38,92,12,16,28
Surat,600,"South Zone",2003,4,60,35,95,51,4,55
Surat,600,"South Zone",2003,6,48,26,74,16,13,29
Surat,600,"South Zone",2004,8,60,34,94,21,12,33
Surat,600,"South Zone",2004,12,80,41,121,29,31,60
Surat,600,"South Zone",2005,6,22,23,45,11,7,18
Surat,600,"South Zone",2005,10,50,26,76,31,3,34
Surat,600,"South Zone",2005,11,23,12,35,9,3,12
Surat,600,"South Zone",2005,12,36,21,57,24,20,44
Surat,600,"South Zone",2006,10,39,17,56,45,15,60
Surat,600,"South Zone",2007,4,36,23,59,21,10,31
Surat,600,"South Zone",2007,7,53,28,81,14,14,28
Surat,600,"South Zone",2007,8,41,33,74,21,14,35
Surat,600,"South Zone",2009,11,59,52,111,16,33,49
Surat,600,"South Zone",2010,4,50,32,82,46,32,78
Surat,600,"South Zone",2010,10,97,57,154,48,26,74
Surat,600,"South Zone",2010,11,54,30,84,49,17,66
Surat,600,"South Zone",2011,1,70,55,125,78,18,96
Surat,600,"South Zone",2011,7,48,45,93,90,43,133
Surat,600,"South Zone",2011,10,78,42,120,30,26,56
Surat,600,"South Zone",2012,1,76,53,129,71,55,126
Surat,600,"South Zone",2012,2,43,28,71,41,10,51
Surat,600,"South Zone",2012,4,59,30,89,91,9,100
Surat,600,"South Zone",2012,11,79,48,127,59,21,80
Surat,600,"South Zone",2013,4,71,46,117,33,32,65
Surat,600,"South Zone",2013,5,67,44,111,22,16,38
Surat,600,"South Zone",2013,11,64,37,101,137,30,167
Surat,600,"South Zone",2013,12,89,43,132,90,38,128
Surat,600,"South Zone",2014,2,77,31,108,60,18,78
Surat,600,"South Zone",2014,5,71,53,124,47,64,111
Surat,600,"South Zone",2015,4,75,41,116,189,81,270
Surat,600,"South Zone",2017,4,64,37,101,160,33,193
Surat,600,"South Zone",2017,5,78,39,117,205,72,277
Surat,600,"South Zone",2017,9,88,48,136,187,78,265
Surat,600,"South Zone",2018,1,97,71,168,313,175,488
Surat,600,"South Zone",2018,6,87,56,143,290,115,405
Surat,600,"South Zone",2019,4,74,52,126,280,104,384
Surat,601,"South Zone",1990,5,1,0,1,NA,0,NA
Surat,602,"South Zone",1989,1,21,4,25,0,0,NA
Surat,602,"South Zone",1992,8,34,29,63,12,0,12
Surat,602,"South Zone",1992,9,38,30,68,0,1,1
Surat,602,"South Zone",1993,10,36,30,66,12,0,12
Surat,602,"South Zone",1993,11,15,21,36,0,0,NA
Surat,602,"South Zone",1994,8,17,21,38,5,2,7
Surat,602,"South Zone",1994,9,20,8,28,2,0,2
Surat,602,"South Zone",1994,10,22,13,35,7,5,12
Surat,602,"South Zone",1995,4,24,11,35,1,1,2
Surat,602,"South Zone",1995,12,25,8,33,13,0,13
Surat,608,"South Zone",1989,5,2,0,2,2,0,2
Surat,608,"South Zone",1989,7,2,0,2,NA,0,NA
Surat,608,"South Zone",1990,10,2,1,3,2,0,2
Surat,608,"South Zone",1991,1,1,2,3,5,0,5
Surat,608,"South Zone",1992,9,3,0,3,2,0,2
Surat,608,"South Zone",1993,12,0,1,1,0,3,3
Surat,608,"South Zone",1994,1,1,1,2,0,0,NA
Surat,608,"South Zone",1994,12,3,0,3,NA,0,NA
Surat,608,"South Zone",1995,8,1,0,1,NA,0,NA
Surat,608,"South Zone",1998,9,0,1,1,0,NA,NA
Surat,608,"South Zone",1999,7,2,0,2,6,0,6
Surat,608,"South Zone",1999,10,1,1,2,0,0,NA
Surat,608,"South Zone",2000,12,0,1,1,0,1,1
Surat,608,"South Zone",2001,11,1,0,1,NA,0,NA
Surat,608,"South Zone",2001,12,1,2,3,0,0,NA
Surat,608,"South Zone",2003,4,1,1,2,0,0,NA
Surat,608,"South Zone",2003,5,1,1,2,0,5,5
Surat,608,"South Zone",2004,9,0,2,2,0,NA,NA
Surat,608,"South Zone",2004,12,0,1,1,0,1,1
Surat,608,"South Zone",2005,2,2,0,2,NA,0,NA
Surat,608,"South Zone",2005,7,1,2,3,10,1,11
Surat,609,"South Zone",1990,5,3,1,4,0,0,NA
Surat,609,"South Zone",1990,6,3,0,3,3,0,3
Surat,609,"South Zone",1991,6,2,0,2,NA,0,NA
Surat,609,"South Zone",1991,12,3,0,3,NA,0,NA
Surat,609,"South Zone",1993,12,1,0,1,NA,0,NA
Surat,609,"South Zone",1994,1,1,0,1,1,0,1
Surat,609,"South Zone",1994,12,0,1,1,0,NA,NA
Surat,609,"South Zone",1995,5,0,2,2,0,NA,NA
Surat,609,"South Zone",1996,12,0,1,1,0,5,5
Surat,609,"South Zone",1997,1,1,0,1,NA,0,NA
Surat,609,"South Zone",1997,9,2,2,4,0,0,NA
Surat,609,"South Zone",1998,2,2,1,3,0,0,NA
Surat,609,"South Zone",1998,6,0,1,1,0,NA,NA
Surat,609,"South Zone",1998,8,2,3,5,5,0,5
Surat,609,"South Zone",1998,11,3,1,4,0,2,2
Surat,609,"South Zone",1999,7,5,0,5,2,0,2
Surat,609,"South Zone",1999,9,2,3,5,0,0,NA
Surat,609,"South Zone",2000,5,4,0,4,5,0,5
Surat,609,"South Zone",2000,12,3,1,4,0,0,NA
Surat,609,"South Zone",2001,2,1,0,1,3,0,3
Surat,609,"South Zone",2001,5,1,3,4,0,5,5
Surat,609,"South Zone",2001,9,3,2,5,0,0,NA
Surat,609,"South Zone",2001,11,1,1,2,0,0,NA
Surat,609,"South Zone",2002,11,2,2,4,6,0,6
Surat,609,"South Zone",2003,2,0,1,1,0,NA,NA
Surat,609,"South Zone",2004,8,3,2,5,0,0,NA
Surat,609,"South Zone",2004,11,3,1,4,2,0,2
Surat,609,"South Zone",2005,2,1,0,1,NA,0,NA
Surat,609,"South Zone",2005,8,2,1,3,0,0,NA
Surat,609,"South Zone",2006,2,1,0,1,NA,0,NA
Surat,611,"South Zone",1990,9,1,0,1,NA,0,NA
Surat,611,"South Zone",1995,9,0,1,1,0,2,2
Surat,611,"South Zone",1998,1,0,1,1,0,8,8
Surat,611,"South Zone",2003,12,0,2,2,0,NA,NA
Surat,612,"South Zone",1989,7,1,0,1,NA,0,NA
Surat,612,"South Zone",1989,9,1,0,1,NA,0,NA
Surat,612,"South Zone",1996,10,1,0,1,NA,0,NA
Surat,613,"South Zone",1989,2,0,1,1,0,NA,NA
Surat,613,"South Zone",1990,7,0,1,1,0,NA,NA
Surat,613,"South Zone",1991,8,0,1,1,0,13,13
Surat,613,"South Zone",1991,10,2,1,3,0,0,NA
Surat,613,"South Zone",1992,6,1,0,1,NA,0,NA
Surat,613,"South Zone",1995,4,0,2,2,0,NA,NA
Surat,613,"South Zone",1996,1,1,2,3,0,8,8
Surat,613,"South Zone",1996,5,1,0,1,NA,0,NA
Surat,613,"South Zone",1999,8,2,0,2,13,0,13
Surat,613,"South Zone",1999,9,1,0,1,NA,0,NA
Surat,613,"South Zone",2001,4,0,2,2,0,5,5
Surat,613,"South Zone",2001,7,1,1,2,4,3,7
Surat,613,"South Zone",2002,6,4,0,4,14,0,14
Surat,613,"South Zone",2003,2,0,2,2,0,6,6
Surat,613,"South Zone",2003,9,1,0,1,5,0,5
Surat,613,"South Zone",2004,2,1,0,1,5,0,5
Surat,613,"South Zone",2004,4,0,1,1,0,NA,NA
Surat,613,"South Zone",2004,6,1,0,1,4,0,4
Surat,613,"South Zone",2005,2,1,0,1,10,0,10
Surat,613,"South Zone",2005,9,0,1,1,0,NA,NA
Surat,613,"South Zone",2006,1,0,1,1,0,NA,NA
Surat,614,"South Zone",1989,12,1,0,1,NA,0,NA
Surat,614,"South Zone",1990,9,1,2,3,0,0,NA
Surat,614,"South Zone",1991,1,1,1,2,0,0,NA
Surat,614,"South Zone",1991,12,4,0,4,6,0,6
Surat,614,"South Zone",1992,1,0,1,1,0,NA,NA
Surat,614,"South Zone",1992,8,3,0,3,NA,0,NA
Surat,614,"South Zone",1992,11,3,1,4,0,0,NA
Surat,614,"South Zone",1992,12,0,2,2,0,3,3
Surat,614,"South Zone",1993,8,0,1,1,0,NA,NA
Surat,614,"South Zone",1993,12,2,1,3,0,0,NA
Surat,614,"South Zone",1994,8,1,1,2,0,0,NA
Surat,614,"South Zone",1995,12,2,0,2,6,0,6
Surat,614,"South Zone",1996,10,1,1,2,0,0,NA
Surat,614,"South Zone",1996,12,1,1,2,0,0,NA
Surat,614,"South Zone",1997,2,4,0,4,2,0,2
Surat,614,"South Zone",1997,4,3,0,3,2,0,2
Surat,614,"South Zone",1997,8,1,0,1,NA,0,NA
Surat,614,"South Zone",1998,4,1,0,1,6,0,6
Surat,614,"South Zone",1998,5,2,1,3,1,0,1
Surat,614,"South Zone",1999,7,0,1,1,0,NA,NA
Surat,614,"South Zone",1999,8,3,0,3,3,0,3
Surat,614,"South Zone",1999,10,2,1,3,3,0,3
Surat,614,"South Zone",2001,6,4,0,4,1,0,1
Surat,614,"South Zone",2001,8,3,0,3,2,0,2
Surat,614,"South Zone",2001,12,3,2,5,2,2,4
Surat,614,"South Zone",2002,10,4,0,4,1,0,1
Surat,614,"South Zone",2003,2,1,1,2,0,0,NA
Surat,614,"South Zone",2003,5,1,0,1,NA,0,NA
Surat,614,"South Zone",2003,12,4,1,5,1,0,1
Surat,614,"South Zone",2004,4,0,1,1,0,NA,NA
Surat,615,"South Zone",1989,10,0,2,2,0,NA,NA
Surat,615,"South Zone",1989,12,1,0,1,NA,0,NA
Surat,615,"South Zone",1990,9,0,1,1,0,3,3
Surat,615,"South Zone",1991,8,0,1,1,0,NA,NA
Surat,615,"South Zone",1992,6,0,1,1,0,NA,NA
Surat,615,"South Zone",1992,7,0,2,2,0,2,2
Surat,615,"South Zone",1994,7,2,0,2,NA,0,NA
Surat,615,"South Zone",1994,8,3,0,3,7,0,7
Surat,615,"South Zone",1995,11,1,0,1,NA,0,NA
Surat,615,"South Zone",1996,6,1,0,1,NA,0,NA
Surat,615,"South Zone",1996,11,1,0,1,NA,0,NA
Surat,615,"South Zone",1998,4,0,1,1,0,NA,NA
Surat,615,"South Zone",1998,6,2,1,3,5,0,5
Surat,615,"South Zone",1999,6,1,1,2,1,0,1
Surat,615,"South Zone",1999,10,1,0,1,1,0,1
Surat,615,"South Zone",2000,2,2,0,2,5,0,5
Surat,615,"South Zone",2000,9,1,0,1,NA,0,NA
Surat,615,"South Zone",2000,10,2,1,3,6,0,6
Surat,615,"South Zone",2000,11,2,0,2,14,0,14
Surat,615,"South Zone",2001,4,1,0,1,NA,0,NA
Surat,615,"South Zone",2002,5,0,1,1,0,2,2
Surat,615,"South Zone",2002,6,2,1,3,7,0,7
Surat,615,"South Zone",2002,12,1,2,3,0,6,6
Surat,615,"South Zone",2004,11,1,1,2,0,5,5
Surat,615,"South Zone",2005,1,0,1,1,0,NA,NA
Surat,615,"South Zone",2005,4,0,1,1,0,NA,NA
Surat,615,"South Zone",2005,5,0,3,3,0,5,5
Surat,615,"South Zone",2005,10,0,1,1,0,NA,NA
Surat,615,"South Zone",2005,12,3,0,3,13,0,13
Surat,700,"South West Zone",1989,5,23,10,33,5,1,6
Surat,700,"South West Zone",1989,8,33,20,53,10,0,10
Surat,700,"South West Zone",1989,9,25,3,28,1,0,1
Surat,700,"South West Zone",1989,10,21,19,40,26,0,26
Surat,700,"South West Zone",1989,12,24,24,48,33,4,37
Surat,700,"South West Zone",1990,9,17,17,34,1,3,4
Surat,700,"South West Zone",1990,12,26,11,37,1,1,2
Surat,700,"South West Zone",1991,5,36,20,56,2,7,9
Surat,700,"South West Zone",1991,7,28,20,48,4,0,4
Surat,700,"South West Zone",1992,1,33,23,56,21,13,34
Surat,700,"South West Zone",1992,7,18,24,42,20,17,37
Surat,700,"South West Zone",1992,9,45,32,77,11,20,31
Surat,700,"South West Zone",1993,2,69,35,104,34,0,34
Surat,700,"South West Zone",1993,9,78,47,125,35,5,40
Surat,700,"South West Zone",1993,10,97,52,149,18,0,18
Surat,700,"South West Zone",1994,4,63,57,120,12,11,23
Surat,700,"South West Zone",1994,8,93,75,168,6,6,12
Surat,700,"South West Zone",1996,6,112,77,189,17,10,27
Surat,700,"South West Zone",1996,7,97,61,158,18,22,40
Surat,700,"South West Zone",1996,9,108,73,181,29,2,31
Surat,700,"South West Zone",1996,12,93,74,167,11,6,17
Surat,700,"South West Zone",1997,9,121,94,215,30,6,36
Surat,700,"South West Zone",1998,10,98,57,155,13,14,27
Surat,700,"South West Zone",1999,5,107,82,189,41,14,55
Surat,700,"South West Zone",1999,9,103,96,199,35,1,36
Surat,700,"South West Zone",1999,10,86,96,182,30,24,54
Surat,700,"South West Zone",2000,5,101,89,190,18,13,31
Surat,700,"South West Zone",2001,1,129,81,210,44,11,55
Surat,700,"South West Zone",2001,2,110,75,185,57,29,86
Surat,700,"South West Zone",2001,5,121,94,215,20,28,48
Surat,700,"South West Zone",2002,2,112,73,185,47,4,51
Surat,700,"South West Zone",2002,10,129,85,214,60,52,112
Surat,700,"South West Zone",2003,7,123,73,196,58,15,73
Surat,700,"South West Zone",2003,8,139,96,235,71,13,84
Surat,700,"South West Zone",2004,8,197,96,293,91,44,135
Surat,700,"South West Zone",2004,11,192,95,287,19,26,45
Surat,700,"South West Zone",2005,5,131,84,215,55,20,75
Surat,700,"South West Zone",2005,6,146,104,250,59,42,101
Surat,700,"South West Zone",2005,8,170,104,274,79,21,100
Surat,700,"South West Zone",2005,12,143,103,246,53,41,94
Surat,700,"South West Zone",2007,4,143,89,232,78,24,102
Surat,700,"South West Zone",2007,12,124,89,213,28,62,90
Surat,700,"South West Zone",2008,5,168,101,269,115,48,163
Surat,700,"South West Zone",2008,7,171,129,300,65,93,158
Surat,700,"South West Zone",2008,9,238,146,384,101,78,179
Surat,700,"South West Zone",2008,10,243,118,361,124,57,181
Surat,700,"South West Zone",2008,11,230,128,358,116,68,184
Surat,700,"South West Zone",2009,12,195,119,314,105,63,168
Surat,700,"South West Zone",2011,2,213,119,332,126,56,182
Surat,700,"South West Zone",2011,10,207,123,330,116,88,204
Surat,700,"South West Zone",2011,12,206,123,329,125,44,169
Surat,700,"South West Zone",2012,6,225,112,337,167,58,225
Surat,700,"South West Zone",2012,7,238,152,390,114,110,224
Surat,700,"South West Zone",2012,11,194,130,324,105,124,229
Surat,700,"South West Zone",2013,1,256,144,400,119,119,238
Surat,700,"South West Zone",2015,2,227,149,376,249,141,390
Surat,700,"South West Zone",2015,5,279,154,433,1037,435,1472
Surat,700,"South West Zone",2015,6,302,165,467,785,372,1157
Surat,700,"South West Zone",2015,12,286,204,490,825,330,1155
Surat,700,"South West Zone",2017,5,300,158,458,1015,343,1358
Surat,700,"South West Zone",2017,10,294,176,470,1035,415,1450
Surat,700,"South West Zone",2018,1,385,215,600,892,537,1429
Surat,700,"South West Zone",2018,6,329,178,507,826,282,1108
Surat,700,"South West Zone",2019,1,350,225,575,1134,598,1732
Surat,701,"South West Zone",1991,5,0,1,1,0,NA,NA
Surat,701,"South West Zone",1999,7,0,1,1,0,1,1
Surat,701,"South West Zone",1999,9,0,1,1,0,NA,NA
Surat,701,"South West Zone",2000,2,1,0,1,1,0,1
Surat,707,"South West Zone",1991,1,1,1,2,0,0,NA
Surat,707,"South West Zone",1992,2,2,1,3,0,3,3
Surat,707,"South West Zone",1992,6,1,0,1,3,0,3
Surat,707,"South West Zone",1995,6,1,2,3,0,0,NA
Surat,707,"South West Zone",1995,7,0,1,1,0,NA,NA
Surat,707,"South West Zone",1996,1,0,1,1,0,NA,NA
Surat,707,"South West Zone",1996,10,1,0,1,NA,0,NA
Surat,707,"South West Zone",1996,11,1,0,1,NA,0,NA
Surat,707,"South West Zone",1999,5,0,1,1,0,NA,NA
Surat,707,"South West Zone",2000,6,1,1,2,0,2,2
Surat,707,"South West Zone",2004,2,1,1,2,0,0,NA
Surat,707,"South West Zone",2004,12,2,0,2,NA,0,NA
Surat,707,"South West Zone",2005,1,1,0,1,NA,0,NA
Surat,707,"South West Zone",2006,7,0,1,1,0,NA,NA
Surat,708,"South West Zone",1989,1,3,0,3,2,0,2
Surat,708,"South West Zone",1991,1,1,1,2,0,1,1
Surat,708,"South West Zone",1991,5,3,1,4,4,0,4
Surat,708,"South West Zone",1991,12,1,0,1,NA,0,NA
Surat,708,"South West Zone",1992,7,1,0,1,2,0,2
Surat,708,"South West Zone",1992,8,1,0,1,2,0,2
Surat,708,"South West Zone",1994,5,1,1,2,0,0,NA
Surat,708,"South West Zone",1996,4,1,2,3,2,0,2
Surat,708,"South West Zone",1997,12,1,1,2,1,0,1
Surat,708,"South West Zone",1998,1,0,1,1,0,NA,NA
Surat,708,"South West Zone",1999,5,0,1,1,0,NA,NA
Surat,708,"South West Zone",2000,5,1,1,2,2,0,2
Surat,708,"South West Zone",2000,11,1,1,2,0,0,NA
Surat,708,"South West Zone",2001,7,1,0,1,4,0,4
Surat,708,"South West Zone",2001,9,3,0,3,1,0,1
Surat,708,"South West Zone",2002,5,1,1,2,0,0,NA
Surat,708,"South West Zone",2003,5,0,1,1,0,NA,NA
Surat,708,"South West Zone",2004,7,1,0,1,NA,0,NA
Surat,708,"South West Zone",2005,9,1,1,2,0,0,NA
Surat,708,"South West Zone",2005,10,0,1,1,0,NA,NA
Surat,708,"South West Zone",2006,4,0,1,1,0,NA,NA
Surat,708,"South West Zone",2006,5,1,0,1,5,0,5
Surat,709,"South West Zone",1989,1,2,0,2,NA,0,NA
Surat,709,"South West Zone",1990,4,1,0,1,NA,0,NA
Surat,709,"South West Zone",1990,7,1,0,1,NA,0,NA
Surat,709,"South West Zone",1990,8,1,0,1,NA,0,NA
Surat,709,"South West Zone",1990,10,2,0,2,10,0,10
Surat,709,"South West Zone",1992,1,1,1,2,0,0,NA
Surat,709,"South West Zone",1992,2,1,2,3,0,0,NA
Surat,709,"South West Zone",1992,10,1,2,3,0,7,7
Surat,709,"South West Zone",1992,11,1,1,2,1,5,6
Surat,709,"South West Zone",1993,1,1,1,2,5,0,5
Surat,709,"South West Zone",1993,12,0,2,2,0,NA,NA
Surat,709,"South West Zone",1994,8,1,1,2,0,0,NA
Surat,709,"South West Zone",1994,12,0,1,1,0,NA,NA
Surat,709,"South West Zone",1995,5,0,1,1,0,3,3
Surat,709,"South West Zone",1995,8,1,1,2,0,0,NA
Surat,709,"South West Zone",1996,8,2,0,2,NA,0,NA
Surat,709,"South West Zone",1997,2,3,0,3,3,0,3
Surat,709,"South West Zone",1998,9,0,6,6,0,NA,NA
Surat,709,"South West Zone",1999,2,1,2,3,0,0,NA
Surat,709,"South West Zone",1999,8,1,0,1,NA,0,NA
Surat,709,"South West Zone",2000,5,3,0,3,NA,0,NA
Surat,709,"South West Zone",2001,1,4,0,4,15,0,15
Surat,709,"South West Zone",2001,7,2,5,7,4,3,7
Surat,709,"South West Zone",2001,11,2,3,5,0,0,NA
Surat,709,"South West Zone",2001,12,2,1,3,0,0,NA
Surat,709,"South West Zone",2002,9,2,1,3,0,0,NA
Surat,709,"South West Zone",2003,8,1,1,2,5,0,5
Surat,709,"South West Zone",2003,12,1,1,2,7,0,7
Surat,709,"South West Zone",2004,9,4,0,4,3,0,3
Surat,709,"South West Zone",2005,8,1,1,2,0,0,NA
Surat,709,"South West Zone",2006,1,2,1,3,0,0,NA
Surat,709,"South West Zone",2006,2,0,2,2,0,9,9
Surat,710,"South West Zone",1990,2,1,1,2,0,1,1
Surat,710,"South West Zone",1990,7,1,0,1,2,0,2
Surat,710,"South West Zone",1990,9,0,1,1,0,11,11
Surat,710,"South West Zone",1991,8,1,1,2,0,0,NA
Surat,710,"South West Zone",1992,5,1,1,2,0,0,NA
Surat,710,"South West Zone",1992,11,1,1,2,0,0,NA
Surat,710,"South West Zone",1993,6,1,0,1,NA,0,NA
Surat,710,"South West Zone",1994,5,1,0,1,NA,0,NA
Surat,710,"South West Zone",1994,12,0,2,2,0,NA,NA
Surat,710,"South West Zone",1995,1,1,2,3,11,3,14
Surat,710,"South West Zone",1996,8,1,1,2,0,1,1
Surat,710,"South West Zone",1996,10,2,0,2,NA,0,NA
Surat,710,"South West Zone",1997,2,1,0,1,NA,0,NA
Surat,710,"South West Zone",1997,5,0,1,1,0,NA,NA
Surat,710,"South West Zone",1999,2,1,0,1,2,0,2
Surat,710,"South West Zone",1999,6,1,1,2,1,2,3
Surat,710,"South West Zone",1999,11,0,1,1,0,NA,NA
Surat,710,"South West Zone",2000,8,2,1,3,0,0,NA
Surat,710,"South West Zone",2000,11,3,0,3,1,0,1
Surat,710,"South West Zone",2001,4,0,1,1,0,NA,NA
Surat,710,"South West Zone",2002,11,1,0,1,NA,0,NA
Surat,710,"South West Zone",2003,1,1,0,1,NA,0,NA
Surat,710,"South West Zone",2003,4,0,1,1,0,NA,NA
Surat,710,"South West Zone",2003,12,1,0,1,1,0,1
Surat,710,"South West Zone",2004,2,2,1,3,0,0,NA
Surat,710,"South West Zone",2004,11,2,0,2,NA,0,NA
Surat,710,"South West Zone",2006,7,1,1,2,1,0,1
Surat,711,"South West Zone",1990,2,1,0,1,NA,0,NA
Surat,711,"South West Zone",1994,1,1,0,1,NA,0,NA
Surat,711,"South West Zone",1995,8,1,0,1,NA,0,NA
Surat,711,"South West Zone",1996,9,2,0,2,NA,0,NA
Surat,711,"South West Zone",1997,12,1,0,1,2,0,2
Surat,711,"South West Zone",1998,1,1,0,1,NA,0,NA
Surat,711,"South West Zone",1998,6,0,1,1,0,NA,NA
Surat,711,"South West Zone",1998,9,0,1,1,0,NA,NA
Surat,711,"South West Zone",1999,11,2,0,2,NA,0,NA
Surat,711,"South West Zone",2000,1,0,1,1,0,NA,NA
Surat,711,"South West Zone",2000,9,3,0,3,9,0,9
Surat,711,"South West Zone",2000,11,2,1,3,0,0,NA
Surat,711,"South West Zone",2000,12,1,1,2,0,0,NA
Surat,711,"South West Zone",2001,4,2,1,3,1,1,2
Surat,711,"South West Zone",2001,11,0,1,1,0,2,2
Surat,711,"South West Zone",2002,1,2,0,2,1,0,1
Surat,711,"South West Zone",2003,1,1,0,1,7,0,7
Surat,711,"South West Zone",2003,8,1,0,1,NA,0,NA
Surat,711,"South West Zone",2004,2,0,1,1,0,NA,NA
Surat,711,"South West Zone",2006,5,0,1,1,0,10,10
Surat,712,"South West Zone",1990,9,1,0,1,NA,0,NA
Surat,712,"South West Zone",1992,10,1,0,1,2,0,2
Surat,712,"South West Zone",1993,8,0,1,1,0,NA,NA
Surat,712,"South West Zone",1993,9,0,1,1,0,NA,NA
Surat,712,"South West Zone",1994,9,0,1,1,0,NA,NA
Surat,712,"South West Zone",1994,12,1,0,1,NA,0,NA
Surat,712,"South West Zone",1996,4,1,1,2,0,0,NA
Surat,713,"South West Zone",1989,1,3,0,3,4,0,4
Surat,713,"South West Zone",1989,4,3,1,4,4,0,4
Surat,713,"South West Zone",1989,9,3,2,5,1,5,6
Surat,713,"South West Zone",1990,1,2,0,2,1,0,1
Surat,713,"South West Zone",1990,7,0,2,2,0,NA,NA
Surat,713,"South West Zone",1990,11,6,2,8,7,0,7
Surat,713,"South West Zone",1991,2,2,1,3,1,2,3
Surat,713,"South West Zone",1991,5,3,2,5,0,0,NA
Surat,713,"South West Zone",1992,1,5,1,6,4,0,4
Surat,713,"South West Zone",1992,6,1,4,5,0,5,5
Surat,713,"South West Zone",1992,10,3,2,5,0,2,2
Surat,713,"South West Zone",1992,12,7,0,7,8,0,8
Surat,713,"South West Zone",1993,9,1,1,2,1,0,1
Surat,713,"South West Zone",1994,12,2,4,6,0,9,9
Surat,713,"South West Zone",1995,5,1,0,1,NA,0,NA
Surat,713,"South West Zone",1995,10,4,1,5,8,0,8
Surat,713,"South West Zone",1996,6,2,2,4,0,0,NA
Surat,713,"South West Zone",1996,8,2,2,4,0,0,NA
Surat,713,"South West Zone",1996,12,2,1,3,0,15,15
Surat,713,"South West Zone",1997,10,1,6,7,0,4,4
Surat,713,"South West Zone",1998,1,0,6,6,0,10,10
Surat,713,"South West Zone",1998,5,3,3,6,2,4,6
Surat,713,"South West Zone",1998,9,4,4,8,4,15,19
Surat,713,"South West Zone",1998,12,4,1,5,2,0,2
Surat,713,"South West Zone",1999,1,4,4,8,2,3,5
Surat,713,"South West Zone",1999,2,5,6,11,1,0,1
Surat,713,"South West Zone",1999,6,0,3,3,0,NA,NA
Surat,713,"South West Zone",1999,12,6,0,6,7,0,7
Surat,713,"South West Zone",2000,5,1,4,5,1,3,4
Surat,713,"South West Zone",2000,11,10,6,16,14,8,22
Surat,713,"South West Zone",2001,5,2,1,3,1,6,7
Surat,713,"South West Zone",2002,4,3,4,7,11,3,14
Surat,713,"South West Zone",2003,7,3,2,5,23,5,28
Surat,713,"South West Zone",2003,10,3,3,6,8,0,8
Surat,713,"South West Zone",2003,12,2,3,5,6,7,13
Surat,713,"South West Zone",2004,2,6,0,6,11,0,11
Surat,713,"South West Zone",2004,5,4,1,5,7,0,7
Surat,713,"South West Zone",2004,9,3,1,4,6,1,7
Surat,713,"South West Zone",2005,7,4,3,7,3,0,3
Surat,713,"South West Zone",2005,8,3,2,5,1,8,9
Surat,713,"South West Zone",2006,4,1,3,4,0,8,8
Surat,714,"South West Zone",1989,12,1,0,1,NA,0,NA
Surat,714,"South West Zone",1991,5,1,2,3,0,1,1
Surat,714,"South West Zone",1991,12,0,1,1,0,NA,NA
Surat,714,"South West Zone",1992,1,1,1,2,0,0,NA
Surat,714,"South West Zone",1993,5,0,1,1,0,NA,NA
Surat,714,"South West Zone",1994,8,2,1,3,0,0,NA
Surat,714,"South West Zone",1994,9,1,0,1,NA,0,NA
Surat,714,"South West Zone",1994,10,1,0,1,NA,0,NA
Surat,714,"South West Zone",1994,12,0,1,1,0,NA,NA
Surat,714,"South West Zone",1996,2,1,3,4,5,4,9
Surat,714,"South West Zone",1996,4,0,1,1,0,NA,NA
Surat,714,"South West Zone",1997,9,1,0,1,NA,0,NA
Surat,714,"South West Zone",1998,4,1,0,1,1,0,1
Surat,714,"South West Zone",1998,6,1,0,1,NA,0,NA
Surat,714,"South West Zone",1999,8,2,0,2,NA,0,NA
Surat,714,"South West Zone",2001,8,0,1,1,0,13,13
Surat,714,"South West Zone",2003,4,2,0,2,1,0,1
Surat,714,"South West Zone",2004,1,2,1,3,1,0,1
Surat,714,"South West Zone",2004,4,1,1,2,16,0,16
Surat,714,"South West Zone",2004,10,1,0,1,3,0,3
Surat,714,"South West Zone",2005,1,3,0,3,11,0,11
Surat,714,"South West Zone",2005,7,2,0,2,NA,0,NA
Surat,714,"South West Zone",2005,10,1,1,2,0,0,NA
Surat,714,"South West Zone",2006,1,7,0,7,2,0,2
Surat,715,"South West Zone",1989,2,1,2,3,6,1,7
Surat,715,"South West Zone",1989,8,3,1,4,1,0,1
Surat,715,"South West Zone",1990,2,0,2,2,0,NA,NA
Surat,715,"South West Zone",1990,6,2,1,3,0,0,NA
