CityName,SiteCode,ZoneName,Year,Month,DeathRegMale,DeathRegFemale,DeathRegCount,CertiIssueCountMale,CertiIssueCountFeMale,CertiIssueCount,Gender_Ratio,Efficiency,Gap,Date
Surat,400,North Zone,1995,1,13,10,23,0.0,0.0,0.0,1.1818181818181819,0.0,23.0,1995-01-01
Surat,500,East Zone,1995,1,24,9,33,6.0,1.0,7.0,2.4,0.20588235294117646,26.0,1995-01-01
Surat,602,South Zone,1995,1,30,12,42,8.0,1.0,9.0,2.3076923076923075,0.20930232558139536,33.0,1995-01-01
Surat,301,Central Zone,1995,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-01-01
Surat,600,South Zone,1995,1,13,11,24,4.0,3.0,7.0,1.0833333333333333,0.28,17.0,1995-01-01
Surat,710,South West Zone,1995,1,1,2,3,11.0,3.0,14.0,0.3333333333333333,3.5,-11.0,1995-01-01
Surat,715,South West Zone,1995,1,1,4,5,0.0,0.0,0.0,0.2,0.0,5.0,1995-01-01
Surat,804,South East Zone,1995,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-01-01
Surat,609,South Zone,1995,1,4,0,4,0.0,0.0,0.0,4.0,0.0,4.0,1995-01-01
Surat,410,North Zone,1995,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-01-01
Surat,508,East Zone,1995,1,4,2,6,0.0,0.0,0.0,1.3333333333333333,0.0,6.0,1995-01-01
Surat,505,East Zone,1995,1,3,3,6,1.0,4.0,5.0,0.75,0.7142857142857143,1.0,1995-01-01
Surat,506,East Zone,1995,1,1,0,1,6.0,0.0,6.0,1.0,3.0,-5.0,1995-01-01
Surat,613,South Zone,1995,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-01-01
Surat,614,South Zone,1995,1,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-01-01
Surat,207,West Zone,1995,1,1,0,1,3.0,0.0,3.0,1.0,1.5,-2.0,1995-01-01
Surat,708,South West Zone,1995,1,3,1,4,4.0,2.0,6.0,1.5,1.2,-2.0,1995-01-01
Surat,102,0,1995,1,109,97,206,50.0,36.0,86.0,1.1122448979591837,0.41545893719806765,120.0,1995-01-01
Surat,208,West Zone,1995,1,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-01-01
Surat,408,North Zone,1995,1,4,0,4,5.0,0.0,5.0,4.0,1.0,-1.0,1995-01-01
Surat,409,North Zone,1995,1,0,1,1,0.0,3.0,3.0,0.0,1.5,-2.0,1995-01-01
Surat,700,South West Zone,1995,1,80,56,136,14.0,18.0,32.0,1.4035087719298245,0.23357664233576642,104.0,1995-01-01
Surat,714,South West Zone,1995,1,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-01-01
Surat,716,South West Zone,1995,1,3,0,3,0.0,0.0,0.0,3.0,0.0,3.0,1995-01-01
Surat,718,South West Zone,1995,1,1,0,1,8.0,0.0,8.0,1.0,4.0,-7.0,1995-01-01
Surat,700,South West Zone,1995,2,55,47,102,14.0,17.0,31.0,1.1458333333333333,0.30097087378640774,71.0,1995-02-01
Surat,711,South West Zone,1995,2,1,0,1,7.0,0.0,7.0,1.0,3.5,-6.0,1995-02-01
Surat,715,South West Zone,1995,2,4,1,5,2.0,1.0,3.0,2.0,0.5,2.0,1995-02-01
Surat,300,Central Zone,1995,2,92,61,153,44.0,27.0,71.0,1.4838709677419355,0.461038961038961,82.0,1995-02-01
Surat,400,North Zone,1995,2,23,7,30,7.0,1.0,8.0,2.875,0.25806451612903225,22.0,1995-02-01
Surat,508,East Zone,1995,2,3,0,3,2.0,0.0,2.0,3.0,0.5,1.0,1995-02-01
Surat,408,North Zone,1995,2,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1995-02-01
Surat,505,East Zone,1995,2,2,3,5,0.0,0.0,0.0,0.5,0.0,5.0,1995-02-01
Surat,609,South Zone,1995,2,3,1,4,1.0,0.0,1.0,1.5,0.2,3.0,1995-02-01
Surat,614,South Zone,1995,2,2,0,2,8.0,0.0,8.0,2.0,2.6666666666666665,-6.0,1995-02-01
Surat,102,0,1995,2,79,64,143,29.0,15.0,44.0,1.2153846153846153,0.3055555555555556,99.0,1995-02-01
Surat,207,West Zone,1995,2,4,1,5,18.0,8.0,26.0,2.0,4.333333333333333,-21.0,1995-02-01
Surat,409,North Zone,1995,2,1,3,4,0.0,0.0,0.0,0.25,0.0,4.0,1995-02-01
Surat,410,North Zone,1995,2,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1995-02-01
Surat,600,South Zone,1995,2,13,11,24,1.0,2.0,3.0,1.0833333333333333,0.12,21.0,1995-02-01
Surat,602,South Zone,1995,2,23,16,39,10.0,10.0,20.0,1.3529411764705883,0.5,19.0,1995-02-01
Surat,500,East Zone,1995,2,14,7,21,2.0,0.0,2.0,1.75,0.09090909090909091,19.0,1995-02-01
Surat,506,East Zone,1995,2,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-02-01
Surat,708,South West Zone,1995,2,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-02-01
Surat,713,South West Zone,1995,2,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-02-01
Surat,716,South West Zone,1995,2,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-02-01
Surat,200,West Zone,1995,2,10,21,31,36.0,27.0,63.0,0.45454545454545453,1.96875,-32.0,1995-02-01
Surat,707,South West Zone,1995,2,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-02-01
Surat,608,South Zone,1995,2,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-02-01
Surat,801,South East Zone,1995,2,1,1,2,1.0,0.0,1.0,0.5,0.3333333333333333,1.0,1995-02-01
Surat,803,South East Zone,1995,2,0,1,1,0.0,4.0,4.0,0.0,2.0,-3.0,1995-02-01
Surat,615,South Zone,1995,4,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1995-04-01
Surat,102,0,1995,4,79,69,148,49.0,75.0,124.0,1.1285714285714286,0.8322147651006712,24.0,1995-04-01
Surat,801,South East Zone,1995,4,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-04-01
Surat,411,North Zone,1995,4,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-04-01
Surat,600,South Zone,1995,4,16,8,24,1.0,8.0,9.0,1.7777777777777777,0.36,15.0,1995-04-01
Surat,602,South Zone,1995,4,24,11,35,1.0,1.0,2.0,2.0,0.05555555555555555,33.0,1995-04-01
Surat,613,South Zone,1995,4,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1995-04-01
Surat,207,West Zone,1995,4,1,1,2,0.0,1.0,1.0,0.5,0.3333333333333333,1.0,1995-04-01
Surat,700,South West Zone,1995,4,81,47,128,14.0,5.0,19.0,1.6875,0.14728682170542637,109.0,1995-04-01
Surat,709,South West Zone,1995,4,0,2,2,0.0,2.0,2.0,0.0,0.6666666666666666,0.0,1995-04-01
Surat,713,South West Zone,1995,4,1,2,3,0.0,8.0,8.0,0.3333333333333333,2.0,-5.0,1995-04-01
Surat,400,North Zone,1995,4,16,8,24,7.0,0.0,7.0,1.7777777777777777,0.28,17.0,1995-04-01
Surat,500,East Zone,1995,4,20,14,34,3.0,0.0,3.0,1.3333333333333333,0.08571428571428572,31.0,1995-04-01
Surat,508,East Zone,1995,4,2,2,4,0.0,0.0,0.0,0.6666666666666666,0.0,4.0,1995-04-01
Surat,614,South Zone,1995,4,3,0,3,4.0,0.0,4.0,3.0,1.0,-1.0,1995-04-01
Surat,200,West Zone,1995,4,30,23,53,28.0,10.0,38.0,1.25,0.7037037037037037,15.0,1995-04-01
Surat,300,Central Zone,1995,4,136,76,212,28.0,13.0,41.0,1.7662337662337662,0.19248826291079812,171.0,1995-04-01
Surat,714,South West Zone,1995,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-04-01
Surat,710,South West Zone,1995,4,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1995-04-01
Surat,715,South West Zone,1995,4,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-04-01
Surat,716,South West Zone,1995,4,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-04-01
Surat,717,South West Zone,1995,4,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-04-01
Surat,505,East Zone,1995,4,3,0,3,4.0,0.0,4.0,3.0,1.0,-1.0,1995-04-01
Surat,608,South Zone,1995,4,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-04-01
Surat,600,South Zone,1995,5,20,4,24,16.0,0.0,16.0,4.0,0.64,8.0,1995-05-01
Surat,602,South Zone,1995,5,19,9,28,10.0,0.0,10.0,1.9,0.3448275862068966,18.0,1995-05-01
Surat,608,South Zone,1995,5,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-05-01
Surat,801,South East Zone,1995,5,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-05-01
Surat,408,North Zone,1995,5,3,1,4,0.0,0.0,0.0,1.5,0.0,4.0,1995-05-01
Surat,409,North Zone,1995,5,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-05-01
Surat,410,North Zone,1995,5,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-05-01
Surat,505,East Zone,1995,5,4,0,4,0.0,0.0,0.0,4.0,0.0,4.0,1995-05-01
Surat,609,South Zone,1995,5,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1995-05-01
Surat,709,South West Zone,1995,5,0,1,1,0.0,3.0,3.0,0.0,1.5,-2.0,1995-05-01
Surat,713,South West Zone,1995,5,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-05-01
Surat,718,South West Zone,1995,5,1,0,1,6.0,0.0,6.0,1.0,3.0,-5.0,1995-05-01
Surat,715,South West Zone,1995,5,3,1,4,5.0,0.0,5.0,1.5,1.0,-1.0,1995-05-01
Surat,200,West Zone,1995,5,26,10,36,19.0,8.0,27.0,2.3636363636363638,0.7297297297297297,9.0,1995-05-01
Surat,401,North Zone,1995,5,0,1,1,0.0,5.0,5.0,0.0,2.5,-4.0,1995-05-01
Surat,508,East Zone,1995,5,3,3,6,0.0,0.0,0.0,0.75,0.0,6.0,1995-05-01
Surat,802,South East Zone,1995,5,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-05-01
Surat,400,North Zone,1995,5,24,11,35,5.0,0.0,5.0,2.0,0.1388888888888889,30.0,1995-05-01
Surat,506,East Zone,1995,5,0,2,2,0.0,4.0,4.0,0.0,1.3333333333333333,-2.0,1995-05-01
Surat,611,South Zone,1995,5,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-05-01
Surat,300,Central Zone,1995,5,126,84,210,33.0,13.0,46.0,1.4823529411764707,0.21800947867298578,164.0,1995-05-01
Surat,707,South West Zone,1995,5,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-05-01
Surat,102,0,1995,5,63,75,138,38.0,24.0,62.0,0.8289473684210527,0.4460431654676259,76.0,1995-05-01
Surat,207,West Zone,1995,5,1,0,1,1.0,0.0,1.0,1.0,0.5,0.0,1995-05-01
Surat,700,South West Zone,1995,5,64,44,108,21.0,1.0,22.0,1.4222222222222223,0.2018348623853211,86.0,1995-05-01
Surat,714,South West Zone,1995,5,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-05-01
Surat,411,North Zone,1995,5,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-05-01
Surat,500,East Zone,1995,5,17,9,26,14.0,7.0,21.0,1.7,0.7777777777777778,5.0,1995-05-01
Surat,708,South West Zone,1995,6,3,0,3,2.0,0.0,2.0,3.0,0.5,1.0,1995-06-01
Surat,207,West Zone,1995,6,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-06-01
Surat,506,East Zone,1995,6,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-06-01
Surat,411,North Zone,1995,6,1,0,1,1.0,0.0,1.0,1.0,0.5,0.0,1995-06-01
Surat,707,South West Zone,1995,6,1,2,3,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,1995-06-01
Surat,717,South West Zone,1995,6,1,0,1,4.0,0.0,4.0,1.0,2.0,-3.0,1995-06-01
Surat,714,South West Zone,1995,6,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-06-01
Surat,408,North Zone,1995,6,2,2,4,3.0,1.0,4.0,0.6666666666666666,0.8,0.0,1995-06-01
Surat,410,North Zone,1995,6,1,0,1,4.0,0.0,4.0,1.0,2.0,-3.0,1995-06-01
Surat,500,East Zone,1995,6,14,10,24,5.0,0.0,5.0,1.2727272727272727,0.2,19.0,1995-06-01
Surat,600,South Zone,1995,6,18,13,31,4.0,1.0,5.0,1.2857142857142858,0.15625,26.0,1995-06-01
Surat,803,South East Zone,1995,6,1,0,1,1.0,0.0,1.0,1.0,0.5,0.0,1995-06-01
Surat,102,0,1995,6,76,59,135,49.0,27.0,76.0,1.2666666666666666,0.5588235294117647,59.0,1995-06-01
Surat,209,West Zone,1995,6,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-06-01
Surat,802,South East Zone,1995,6,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-06-01
Surat,200,West Zone,1995,6,26,11,37,11.0,1.0,12.0,2.1666666666666665,0.3157894736842105,25.0,1995-06-01
Surat,208,West Zone,1995,6,1,1,2,0.0,1.0,1.0,0.5,0.3333333333333333,1.0,1995-06-01
Surat,300,Central Zone,1995,6,129,86,215,75.0,37.0,112.0,1.4827586206896552,0.5185185185185185,103.0,1995-06-01
Surat,400,North Zone,1995,6,10,7,17,1.0,20.0,21.0,1.25,1.1666666666666667,-4.0,1995-06-01
Surat,615,South Zone,1995,6,1,1,2,14.0,5.0,19.0,0.5,6.333333333333333,-17.0,1995-06-01
Surat,700,South West Zone,1995,6,59,50,109,41.0,4.0,45.0,1.1568627450980393,0.4090909090909091,64.0,1995-06-01
Surat,713,South West Zone,1995,6,2,1,3,0.0,5.0,5.0,1.0,1.25,-2.0,1995-06-01
Surat,505,East Zone,1995,6,1,0,1,4.0,0.0,4.0,1.0,2.0,-3.0,1995-06-01
Surat,508,East Zone,1995,6,2,4,6,1.0,3.0,4.0,0.4,0.5714285714285714,2.0,1995-06-01
Surat,602,South Zone,1995,6,23,14,37,10.0,1.0,11.0,1.5333333333333334,0.2894736842105263,26.0,1995-06-01
Surat,613,South Zone,1995,7,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-07-01
Surat,709,South West Zone,1995,7,1,1,2,3.0,6.0,9.0,0.5,3.0,-7.0,1995-07-01
Surat,408,North Zone,1995,7,3,2,5,5.0,0.0,5.0,1.0,0.8333333333333334,0.0,1995-07-01
Surat,409,North Zone,1995,7,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-07-01
Surat,400,North Zone,1995,7,14,13,27,6.0,0.0,6.0,1.0,0.21428571428571427,21.0,1995-07-01
Surat,411,North Zone,1995,7,1,0,1,6.0,0.0,6.0,1.0,3.0,-5.0,1995-07-01
Surat,707,South West Zone,1995,7,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-07-01
Surat,102,0,1995,7,83,71,154,59.0,33.0,92.0,1.1527777777777777,0.5935483870967742,62.0,1995-07-01
Surat,802,South East Zone,1995,7,3,0,3,3.0,0.0,3.0,3.0,0.75,0.0,1995-07-01
Surat,708,South West Zone,1995,7,1,2,3,1.0,4.0,5.0,0.3333333333333333,1.25,-2.0,1995-07-01
Surat,208,West Zone,1995,7,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-07-01
Surat,600,South Zone,1995,7,10,14,24,2.0,2.0,4.0,0.6666666666666666,0.16,20.0,1995-07-01
Surat,410,North Zone,1995,7,3,2,5,4.0,0.0,4.0,1.0,0.6666666666666666,1.0,1995-07-01
Surat,500,East Zone,1995,7,19,8,27,5.0,0.0,5.0,2.111111111111111,0.17857142857142858,22.0,1995-07-01
Surat,505,East Zone,1995,7,4,3,7,0.0,0.0,0.0,1.0,0.0,7.0,1995-07-01
Surat,602,South Zone,1995,7,9,15,24,0.0,2.0,2.0,0.5625,0.08,22.0,1995-07-01
Surat,608,South Zone,1995,7,0,1,1,0.0,6.0,6.0,0.0,3.0,-5.0,1995-07-01
Surat,611,South Zone,1995,7,1,0,1,3.0,0.0,3.0,1.0,1.5,-2.0,1995-07-01
Surat,700,South West Zone,1995,7,67,57,124,12.0,15.0,27.0,1.1551724137931034,0.216,97.0,1995-07-01
Surat,207,West Zone,1995,7,1,1,2,5.0,0.0,5.0,0.5,1.6666666666666667,-3.0,1995-07-01
Surat,710,South West Zone,1995,7,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-07-01
Surat,715,South West Zone,1995,7,5,1,6,6.0,0.0,6.0,2.5,0.8571428571428571,0.0,1995-07-01
Surat,716,South West Zone,1995,7,2,0,2,4.0,0.0,4.0,2.0,1.3333333333333333,-2.0,1995-07-01
Surat,200,West Zone,1995,7,23,12,35,11.0,4.0,15.0,1.7692307692307692,0.4166666666666667,20.0,1995-07-01
Surat,300,Central Zone,1995,7,105,56,161,40.0,23.0,63.0,1.8421052631578947,0.3888888888888889,98.0,1995-07-01
Surat,609,South Zone,1995,7,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-07-01
Surat,615,South Zone,1995,7,2,0,2,14.0,0.0,14.0,2.0,4.666666666666667,-12.0,1995-07-01
Surat,713,South West Zone,1995,7,5,1,6,3.0,0.0,3.0,2.5,0.42857142857142855,3.0,1995-07-01
Surat,508,East Zone,1995,7,2,3,5,0.0,0.0,0.0,0.5,0.0,5.0,1995-07-01
Surat,801,South East Zone,1995,7,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-07-01
Surat,700,South West Zone,1995,8,87,60,147,17.0,16.0,33.0,1.4262295081967213,0.22297297297297297,114.0,1995-08-01
Surat,717,South West Zone,1995,8,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-08-01
Surat,208,West Zone,1995,8,0,2,2,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,1995-08-01
Surat,600,South Zone,1995,8,22,8,30,1.0,9.0,10.0,2.4444444444444446,0.3225806451612903,20.0,1995-08-01
Surat,801,South East Zone,1995,8,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-08-01
Surat,410,North Zone,1995,8,1,2,3,0.0,0.0,0.0,0.3333333333333333,0.0,3.0,1995-08-01
Surat,608,South Zone,1995,8,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-08-01
Surat,709,South West Zone,1995,8,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-08-01
Surat,711,South West Zone,1995,8,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-08-01
Surat,716,South West Zone,1995,8,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-08-01
Surat,209,West Zone,1995,8,1,1,2,0.0,10.0,10.0,0.5,3.3333333333333335,-8.0,1995-08-01
Surat,804,South East Zone,1995,8,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-08-01
Surat,708,South West Zone,1995,8,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1995-08-01
Surat,713,South West Zone,1995,8,4,2,6,12.0,0.0,12.0,1.3333333333333333,1.7142857142857142,-6.0,1995-08-01
Surat,715,South West Zone,1995,8,3,1,4,1.0,0.0,1.0,1.5,0.2,3.0,1995-08-01
Surat,200,West Zone,1995,8,25,12,37,31.0,19.0,50.0,1.9230769230769231,1.3157894736842106,-13.0,1995-08-01
Surat,500,East Zone,1995,8,18,9,27,11.0,3.0,14.0,1.8,0.5,13.0,1995-08-01
Surat,508,East Zone,1995,8,5,0,5,15.0,0.0,15.0,5.0,2.5,-10.0,1995-08-01
Surat,400,North Zone,1995,8,10,12,23,3.0,9.0,14.0,0.7692307692307693,0.5833333333333334,9.0,1995-08-01
Surat,408,North Zone,1995,8,1,1,2,1.0,0.0,1.0,0.5,0.3333333333333333,1.0,1995-08-01
Surat,615,South Zone,1995,8,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1995-08-01
Surat,102,0,1995,8,94,67,161,35.0,32.0,67.0,1.3823529411764706,0.41358024691358025,94.0,1995-08-01
Surat,300,Central Zone,1995,8,127,59,186,42.0,14.0,56.0,2.1166666666666667,0.2994652406417112,130.0,1995-08-01
Surat,707,South West Zone,1995,8,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-08-01
Surat,409,North Zone,1995,8,2,0,2,8.0,0.0,8.0,2.0,2.6666666666666665,-6.0,1995-08-01
Surat,714,South West Zone,1995,8,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-08-01
Surat,505,East Zone,1995,8,1,4,5,0.0,2.0,2.0,0.2,0.3333333333333333,3.0,1995-08-01
Surat,602,South Zone,1995,8,22,16,38,0.0,2.0,2.0,1.2941176470588236,0.05128205128205128,36.0,1995-08-01
Surat,615,South Zone,1995,9,0,1,1,0.0,1.0,1.0,0.0,0.5,0.0,1995-09-01
Surat,710,South West Zone,1995,9,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-09-01
Surat,716,South West Zone,1995,9,2,1,3,0.0,0.0,0.0,1.0,0.0,3.0,1995-09-01
Surat,102,0,1995,9,79,55,134,88.0,46.0,134.0,1.4107142857142858,0.9925925925925926,0.0,1995-09-01
Surat,300,Central Zone,1995,9,131,54,185,68.0,12.0,80.0,2.381818181818182,0.43010752688172044,105.0,1995-09-01
Surat,500,East Zone,1995,9,12,8,20,4.0,7.0,11.0,1.3333333333333333,0.5238095238095238,9.0,1995-09-01
Surat,508,East Zone,1995,9,2,3,5,1.0,0.0,1.0,0.5,0.16666666666666666,4.0,1995-09-01
Surat,611,South Zone,1995,9,0,1,1,0.0,2.0,2.0,0.0,1.0,-1.0,1995-09-01
Surat,715,South West Zone,1995,9,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1995-09-01
Surat,803,South East Zone,1995,9,1,0,1,1.0,0.0,1.0,1.0,0.5,0.0,1995-09-01
Surat,609,South Zone,1995,9,0,2,2,0.0,2.0,2.0,0.0,0.6666666666666666,0.0,1995-09-01
Surat,707,South West Zone,1995,9,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-09-01
Surat,709,South West Zone,1995,9,1,1,2,5.0,0.0,5.0,0.5,1.6666666666666667,-3.0,1995-09-01
Surat,711,South West Zone,1995,9,2,0,2,0.0,0.0,0.0,2.0,0.0,2.0,1995-09-01
Surat,400,North Zone,1995,9,21,15,36,9.0,5.0,14.0,1.3125,0.3783783783783784,22.0,1995-09-01
Surat,410,North Zone,1995,9,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1995-09-01
Surat,505,East Zone,1995,9,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1995-09-01
Surat,602,South Zone,1995,9,16,10,26,4.0,0.0,4.0,1.4545454545454546,0.14814814814814814,22.0,1995-09-01
Surat,614,South Zone,1995,9,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-09-01
Surat,700,South West Zone,1995,9,88,57,145,18.0,26.0,44.0,1.5172413793103448,0.3013698630136986,101.0,1995-09-01
Surat,200,West Zone,1995,9,27,12,39,13.0,8.0,21.0,2.076923076923077,0.525,18.0,1995-09-01
Surat,208,West Zone,1995,9,2,0,2,12.0,0.0,12.0,2.0,4.0,-10.0,1995-09-01
Surat,713,South West Zone,1995,9,3,4,7,6.0,5.0,11.0,0.6,1.375,-4.0,1995-09-01
Surat,209,West Zone,1995,9,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-09-01
Surat,613,South Zone,1995,9,1,1,2,4.0,3.0,7.0,0.5,2.3333333333333335,-5.0,1995-09-01
Surat,506,East Zone,1995,9,0,2,2,0.0,0.0,0.0,0.0,0.0,2.0,1995-09-01
Surat,600,South Zone,1995,9,26,7,33,5.0,4.0,9.0,3.25,0.2647058823529412,24.0,1995-09-01
Surat,609,South Zone,1995,10,2,1,3,9.0,0.0,9.0,1.0,2.25,-6.0,1995-10-01
Surat,614,South Zone,1995,10,3,0,3,0.0,0.0,0.0,3.0,0.0,3.0,1995-10-01
Surat,615,South Zone,1995,10,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-10-01
Surat,710,South West Zone,1995,10,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-10-01
Surat,207,West Zone,1995,10,0,2,2,0.0,8.0,8.0,0.0,2.6666666666666665,-6.0,1995-10-01
Surat,300,Central Zone,1995,10,124,75,199,48.0,40.0,88.0,1.631578947368421,0.44,111.0,1995-10-01
Surat,410,North Zone,1995,10,2,3,5,0.0,0.0,0.0,0.5,0.0,5.0,1995-10-01
Surat,508,East Zone,1995,10,3,1,4,0.0,0.0,0.0,1.5,0.0,4.0,1995-10-01
Surat,600,South Zone,1995,10,14,11,25,5.0,2.0,7.0,1.1666666666666667,0.2692307692307692,18.0,1995-10-01
Surat,608,South Zone,1995,10,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-10-01
Surat,713,South West Zone,1995,10,4,1,5,8.0,0.0,8.0,2.0,1.3333333333333333,-3.0,1995-10-01
Surat,715,South West Zone,1995,10,2,1,3,5.0,0.0,5.0,1.0,1.25,-2.0,1995-10-01
Surat,613,South Zone,1995,10,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-10-01
Surat,714,South West Zone,1995,10,0,3,3,0.0,0.0,0.0,0.0,0.0,3.0,1995-10-01
Surat,200,West Zone,1995,10,22,15,37,20.0,15.0,35.0,1.375,0.9210526315789473,2.0,1995-10-01
Surat,500,East Zone,1995,10,20,11,31,10.0,1.0,11.0,1.6666666666666667,0.34375,20.0,1995-10-01
Surat,505,East Zone,1995,10,5,4,9,4.0,6.0,10.0,1.0,1.0,-1.0,1995-10-01
Surat,602,South Zone,1995,10,21,9,30,0.0,7.0,7.0,2.1,0.22580645161290322,23.0,1995-10-01
Surat,802,South East Zone,1995,10,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1995-10-01
Surat,400,North Zone,1995,10,11,13,24,16.0,24.0,40.0,0.7857142857142857,1.6,-16.0,1995-10-01
Surat,409,North Zone,1995,10,2,2,4,1.0,0.0,1.0,0.6666666666666666,0.2,3.0,1995-10-01
Surat,506,East Zone,1995,10,2,1,3,1.0,0.0,1.0,1.0,0.25,2.0,1995-10-01
Surat,611,South Zone,1995,10,1,1,2,2.0,0.0,2.0,0.5,0.6666666666666666,0.0,1995-10-01
Surat,700,South West Zone,1995,10,70,46,116,8.0,22.0,30.0,1.4893617021276595,0.2564102564102564,86.0,1995-10-01
Surat,102,0,1995,10,87,77,164,86.0,19.0,105.0,1.1153846153846154,0.6363636363636364,59.0,1995-10-01
Surat,709,South West Zone,1995,10,3,1,4,0.0,0.0,0.0,1.5,0.0,4.0,1995-10-01
Surat,716,South West Zone,1995,10,1,1,2,0.0,0.0,0.0,0.5,0.0,2.0,1995-10-01
Surat,411,North Zone,1995,10,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,1995-10-01
Surat,801,South East Zone,1995,10,2,1,3,0.0,0.0,0.0,1.0,0.0,3.0,1995-10-01
Surat,700,South West Zone,1995,11,94,48,142,12.0,4.0,16.0,1.9183673469387754,0.11188811188811189,126.0,1995-11-01
Surat,716,South West Zone,1995,11,1,3,4,0.0,1.0,1.0,0.25,0.2,3.0,1995-11-01
Surat,508,East Zone,1995,11,4,3,7,4.0,0.0,4.0,1.0,0.5,3.0,1995-11-01
Surat,801,South East Zone,1995,11,3,1,4,1.0,0.0,1.0,1.5,0.2,3.0,1995-11-01
